;seqnames;start;end;width;strand;type;splice5p;splice3p;featureID;geneID;txName;geneName;TCGA-EJ-A46B;TCGA-XK-AAJ3;TCGA-CH-5772;TCGA-EJ-A46E;TCGA-XK-AAK1;TCGA-CH-5764;TCGA-CH-5763;TCGA-HC-8259;TCGA-EJ-A46H;TCGA-HC-7748
94005;chr6;36211258;36211560;303;+;E;False;True;38;1.0;ENST00000357641.10,ENST00000532330.5,ENST00000534400.5,ENST00000441123.1,ENST00000532538.1,ENST00000441730.2;27154;14.578867528910877;-2.971593045149149;-9.274091579579704;-7.65863729532262;-76.4252114122822;17.59030382116552;-1.4730345847888486;16.85881732297773;29.07278716730997;19.701792076758466
94007;chr6;36211560;36213860;2301;+;J;;;40;1.0;ENST00000532538.1;27154;1.873193726288533;0.594953412402508;0.44948662691580155;-1.302467401143741;-1.302467401143741;-0.4551839455409725;0.1767729186254483;-0.14768153662291406;-0.4815598121834317;0.594953412402508
94008;chr6;36211560;36213880;2321;+;J;;;41;1.0;ENST00000357641.10,ENST00000532330.5,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;2.078329063854696;5.094472933024662;5.689045279409619;-4.130522821142591;-9.202563959096494;3.579245253018726;1.908204176675632;-1.6747249958379946;-1.6594549574085669;-1.6820299724976557
94010;chr6;36213860;36213879;20;+;E;True;False;43;1.0;ENST00000532538.1;27154;1.270515917206609;-0.21889565729623817;1.2066445694353867;-2.23277128326142;-2.23277128326142;-0.407029780923547;1.1176183257179684;1.1028105742280494;-0.8473779694535148;1.241256587608122
94011;chr6;36213880;36213880;1;+;A;;;44;1.0;ENST00000357641.10,ENST00000532330.5,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;-2.4;-1.4;-1.4;-2.4;-2.4;-0.3999999999999999;0.6000000000000001;2.6;-1.4;8.6
94012;chr6;36213880;36214386;507;+;E;False;True;45;1.0;ENST00000357641.10,ENST00000532330.5,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;23.30527636901445;34.3064065957883;-6.605823850793058;-42.126510593042724;-11.988211890737034;-8.686443168816652;30.300482082850124;-14.090581164352727;-3.316473989990641;-1.0981203899198704
94014;chr6;36214386;36217917;3532;+;J;;;47;1.0;ENST00000357641.10,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;-6.275883458925321;4.399907652235029;-2.373826776225414;-4.53978186464235;-2.373826776225414;-0.5341451088724938;1.3572054982039674;-2.3303650884791622;15.996021582991688;-3.3253056600604083
94016;chr6;36217917;36217917;1;+;A;;;49;1.0;ENST00000339717.11,ENST00000449261.6,ENST00000357641.10,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;-0.6;1.4;-0.6;-0.6;-0.6;0.4;-0.6;-0.6;-0.6;2.4
94017;chr6;36217917;36218010;94;+;E;True;True;50;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534400.5,ENST00000441123.1,ENST00000441730.2;27154;18.70604749546871;-9.893011876647549;-5.356603796609534;-3.005857585882893;20.327382968167115;-1.7563722012650373;5.455041658432265;-3.794909516276249;-8.239839284397448;-12.441877860989266
94019;chr6;36218010;36222168;4159;+;J;;;52;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534400.5;27154;2.4879901242987543;0.17148613318268957;3.542632608253193;4.711679110564255;7.922517678402052;-6.594428336540652;-5.105685092051644;2.969150901182431;-5.397747168497759;-4.707595958793377
94020;chr6;36218010;36225267;7258;+;J;;;53;1.0;ENST00000441730.2;27154;-1.107164933075912;-0.15845452630278745;2.396743123043173;0.26061699629350366;-1.107164933075912;-1.107164933075912;1.1116955465778722;-0.5297720008154985;0.5346502448447066;-0.2939845844132337
94021;chr6;36218010;36230426;12417;+;J;;;54;1.0;ENST00000441123.1;27154;-0.9518475546299381;-0.9518475546299381;0.8001064734296044;3.151498233478308;-0.9518475546299381;-0.9518475546299381;0.5273927651392512;-0.9518475546299381;0.6899676232906804;-0.40972732218815267
94022;chr6;36222168;36222168;1;+;A;;;55;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534400.5;27154;0.0;-1.0;0.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
94023;chr6;36222168;36222265;98;+;E;True;True;56;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534400.5;27154;10.860996357248325;-2.794820407302467;-24.68766489307633;-9.475873831060142;80.05435077483583;-8.030573486134614;-6.908161488923497;-7.248419958836848;-13.789169538254043;-17.98066352849611
94024;chr6;36222265;36222265;1;+;D;;;57;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534400.5;27154;-0.19999999999999996;0.8;-0.19999999999999996;2.8;-1.2;0.8;-0.19999999999999996;-1.2;-1.2;-0.19999999999999996
94025;chr6;36222265;36225267;3003;+;J;;;58;1.0;ENST00000357641.10,ENST00000339717.11;27154;-4.36614759074552;-3.6168337568002755;-9.954167828800607;-1.3931331155612483;82.02341864432539;-11.33145863329674;-17.97853714753827;-8.119201650438207;-9.313869876293545;-15.950069044850892
94026;chr6;36222265;36225271;3007;+;J;;;59;1.0;ENST00000449261.6;27154;3.840090319640457;0.1152126803533493;-1.1244312973931883;4.946134152073635;-4.628339353512273;-1.2392055311011996;0.5490017656798889;-0.009195895428965706;-1.3447089976710362;-1.1045578426406677
94028;chr6;36225267;36225267;1;+;A;;;61;1.0;ENST00000534694.5,ENST00000441730.2,ENST00000357641.10,ENST00000339717.11;27154;0.10000000000000009;-0.8999999999999999;-0.8999999999999999;-1.9;-1.9;2.1;2.1;0.10000000000000009;0.10000000000000009;1.1
94029;chr6;36225267;36225270;4;+;E;True;False;62;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000534694.5,ENST00000441730.2;27154;1.625331106181008;0.10820238692588191;-8.547095616092953;0.13924145603021287;63.59812658542521;-8.528834893873551;-12.217228991153931;-7.673216315462028;-12.390398943818234;-16.114126774161726
94030;chr6;36225271;36225271;1;+;A;;;63;1.0;ENST00000449261.6;27154;-8.200000000000003;-4.200000000000003;-29.200000000000003;-14.200000000000003;-39.2;-6.200000000000003;-6.200000000000003;24.799999999999997;4.799999999999997;77.8
94031;chr6;36225271;36225364;94;+;E;False;True;64;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000534694.5,ENST00000441730.2,ENST00000449261.6;27154;21.37555294755589;-2.7481351284569087;-36.84866808415414;-1.2209694838979885;121.17031830433478;-13.20671139582933;-21.448417521159712;-18.14181153794047;-19.40565563647874;-29.52550246397348
94032;chr6;36225364;36225364;1;+;D;;;65;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000441730.2;27154;-0.9;1.1;0.09999999999999998;2.1;0.09999999999999998;-0.9;-0.9;1.1;-0.9;-0.9
94033;chr6;36225364;36228902;3539;+;J;;;66;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000441730.2;27154;5.31851099623681;-2.909942040259935;-22.023264358990062;-4.149380941371774;40.17110363712369;-1.6445976048769353;-11.788473237247707;-5.555722561334306;10.912910475397993;-8.331144364677783
94034;chr6;36228902;36228902;1;+;A;;;67;1.0;ENST00000532330.5,ENST00000534400.5,ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000441730.2;27154;-1.3;-0.30000000000000004;2.7;-1.3;-1.3;-1.3;-0.30000000000000004;-0.30000000000000004;-1.3;4.7
94035;chr6;36228902;36229056;155;+;E;True;True;68;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000532330.5,ENST00000534400.5,ENST00000441730.2;27154;6.432544686609816;-16.87988388094098;-49.35130545299435;-0.10586770337778262;151.61184338531365;-25.944586627165364;-32.943556913390864;-12.521573345062052;-2.9808760051327283;-17.31673814385948
94036;chr6;36229056;36229056;1;+;D;;;69;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000532330.5,ENST00000534400.5,ENST00000441730.2;27154;-1.7000000000000002;1.2999999999999998;-1.7000000000000002;-0.7000000000000002;-3.7;2.3;0.2999999999999998;-0.7000000000000002;0.2999999999999998;4.3
94037;chr6;36229056;36230426;1371;+;J;;;70;1.0;ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000532330.5,ENST00000534400.5,ENST00000441730.2;27154;-18.879906524641214;-14.805208946327156;-7.202820487704031;-15.823513124277916;112.80603043437463;-20.556853904346937;-19.470718022445375;-4.2526189073774106;-5.140985057554197;-6.673405459700376
94038;chr6;36230426;36230426;1;+;A;;;71;1.0;ENST00000441123.1,ENST00000357641.10,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000532330.5,ENST00000534400.5,ENST00000441730.2;27154;-1.9000000000000004;-3.9000000000000004;-2.9000000000000004;-2.9000000000000004;-1.9000000000000004;-0.9000000000000004;-0.9000000000000004;0.09999999999999964;8.1;7.1
94039;chr6;36230426;36232790;2365;+;E;True;False;72;1.0;ENST00000532330.5,ENST00000534400.5,ENST00000339717.11,ENST00000449261.6,ENST00000534694.5,ENST00000441730.2,ENST00000357641.10,ENST00000441123.1;27154;-461.9008446270368;-77.80959209844559;416.98442436471737;45.270206646088354;3465.6316726307414;-700.4850632588439;-581.9377425215785;-471.582242091702;-744.9722408199605;-889.1985782239822
